titulo,descricao,formacao
"4211-05 Atendente comercial (agência postal) - Atendente comercial em agên-
cia postal; Atendente em agência de correios.
4211-10 Bilheteiro de transportes coletivos - Agente operacional de estação.
4211-15 Bilheteiro no serviço de diversões - Bilheteiro de cinema; Bilheteiro de 
circo; Bilheteiro de parques de diversão; Bilheteiro de teatro.
4211-20 Emissor de passagens - Agente de passagens; Agente de passagens aé-
reas; Agente de reserva de passagens aéreas; Agente de reserva de passagens rodo-
viárias; Agente de venda de passagens; Bilheteiro de agência; Emissor de passagens 
aéreas; Emissor de passagens no transporte rodoviário.
4211-25 Operador de caixa - Atendente de pedágio; Caixa de bar, lanchonetes e 
restaurantes; Caixa de loja; Caixa no comércio; Caixa no serviço de alimentação; Caixa 
(supermercado); Fiscal de caixa.","Recebem e vendem apostas lotéricas, produtos de turfe e jogos, registrando apostas 
e suas variações, calculando e cobrando os valores devidos para permitir o acesso dos 
apostadores aos prêmios oferecidos; executam serviços de intermediação financeira.","Para o exercício das ocupações da família é desejável escolaridade equivalente ao 
ensino médio. A formação profissional pode se dar na prática ou por meio de cur-
sos de qualificação básicos, com  até duzentas horas de  duração. A(s) ocupação(ões) 
elencada(s) nesta família ocupacional demanda formação profissional para efeitos do 
cálculo do número de aprendizes a serem contratados pelos estabelecimentos, nos 
termos do artigo 429 da Consolidação das Leis do Trabalho - CLT, exceto os casos 
previstos no art. 10 do Decreto 5.598/2005."
"4212-05 Recebedor de apostas (loteria) - Caixa lotérico; Operador de caixa lotérico.
4212-10 Recebedor de apostas (turfe) - Auxiliar de apostas; Caixa de turfe; Men-
sageira; Operador de teleturfe; Vendedor de apostas de turfe; Vendedor de poule.","Efetuam cobrança de valores devidos a empresas e ou instituições, contatando devedo-
res e negociando formas de pagamento; analisam títulos e documentos de cobrança; 
definem estratégias e elaboram itinerários de cobrança; contatam avalistas e ou fiado-
res. Notificam débitos; registram informações de negociações com o devedor; elaboram 
relatórios de prestação de contas e de encerramento de cobrança. Atualizam cadastro 
e identificam cobranças indevidas.","A escolaridade de acesso a essas ocupações é de nível médio. O curso técnico em 
área administrativa é desejável. Atualmente, o trabalho de cobrança, na maioria das 
empresas, é terceirizado. Em algumas delas, é “quarteirizado” por uma empresa de 
cobrança que já é uma terceira. Vale destacar que as tarefas desempenhadas pelos 
cobradores externos, atualmente, são realizadas por telefone. A(s) ocupação(ões) 
elencada(s) nesta família ocupacional demanda formação profissional para efeitos 
do cálculo do número de aprendizes a serem contratados pelos estabelecimentos, 
nos termos do artigo 429 da Consolidação das Leis do Trabalho - CLT, exceto os 
casos previstos no art. 10 do Decreto 5.598/2005."
"4213-05 Cobrador externo - Cobrador de aluguéis; Cobrador pracista; Cobrador 
viajante; Consultor de cobrança; Recuperador externo; Representante de cobrança.
4213-10 Cobrador interno - Analista de cobrança; Assistente de cobrança; Auxiliar 
de cobrança; Monitor de cobrança; Operador de cobrança; Operador de telecobrança; 
Recuperador de ativos; Recuperador de crédito; Recuperador interno.
4213-15 Localizador (cobrador) - Localizador externo; Notificador.","Recepcionam e prestam serviços de apoio a clientes, pacientes, hóspedes, visitantes e 
passageiros; prestam atendimento telefônico e fornecem informações em escritórios, 
consultórios, hoteis, hospitais, bancos, aeroportos e outros estabelecimentos; marcam 
entrevistas ou consultas e recebem clientes ou visitantes; averiguam suas necessida-
des e dirigem ao lugar ou a pessoa procurados; agendam serviços, reservam (hotéis e 
passagens) e indicam acomodações em hotéis e estabelecimentos similares; observam 
normas internas de segurança, conferindo documentos e idoneidade dos clientes e 
notificando seguranças sobre presenças estranhas; fecham contas e estadas de clientes. 
Organizam informações e planejam o trabalho do cotidiano.","Essas ocupações requerem o ensino médio completo, exceto o recepcionista de 
hotel que tem como pré-requisito o ensino superior incompleto. É desejável curso 
básico de qualificação de até duzentas horas/aula e de um a dois anos de experi-
ência profissional para o recepcionista, em geral. A(s) ocupação(ões) elencada(s) 
nesta família ocupacional demanda formação profissional para efeitos do cálculo 
do número de aprendizes a serem contratados pelos estabelecimentos, nos termos 
do artigo 429 da Consolidação das Leis do Trabalho - CLT, exceto os casos previs-
tos no art. 10 do Decreto 5.598/2005."
"4221-05 Recepcionista em geral - Agente de tráfego; Atendente de clínica  vete-
rinária; Atendente de consultório veterinário; Encarregado da recepção; Funcionário 
de setor de informação; Recepcionista atendente; Recepcionista auxiliar de secretária; 
Recepcionista bilíngue; Recepcionista de crediário; Recepcionista de empresa de nave-
gação aérea; Recepcionista secretária; Recepcionista telefonista; Recepcionista vende-
dor de passagens aéreas.
4221-10 Recepcionista de consultório médico ou dentário - Atendente de 
ambulatório; Atendente de clínica  médica; Atendente de consultório médico; Auxiliar 
de recepção; Recepcionista de hospital.
4221-15 Recepcionista de seguro saúde - Atendente de seguro saúde.
4221-20 Recepcionista de hotel - Guest relations; Recepcionista caixa; Recepcio-
nista concierge.
4221-25 Recepcionista de banco","Operam equipamentos, atendem, transferem, cadastram e completam chamadas te-
lefônicas locais, nacionais e internacionais, comunicando-se formalmente em portu-
guês e/ou línguas estrangeiras. Auxiliam o cliente, fornecendo informações e prestando 
serviços gerais. Podem treinar funcionários e avaliar a qualidade de atendimento do 
operador, identificando pontos de melhoria.","Essas ocupações são exercidas por trabalhadores com escolaridade de nível médio, 
exceto a de telefonista para a qual é requerido, no mínimo, o ensino fundamental. A 
formação profissional ocorre com a prática de um a dois anos, no local de trabalho. 
Pode-se demandar aprendizagem profissional para a(s) ocupação(ões) elencada(s) nes-
ta família ocupacional, exceto os casos previstos no art. 10 do Decreto 5.598/2005."
"4222-05 Telefonista - Operador de centro telefônico; Operador de mesa telefônica; 
Operador de pabx; Telefonista bilíngue.
4222-10 Teleoperador - Operador bilíngue (telefonia); Operador internacional 
(telefonia).
4222-15 Monitor de teleatendimento - Monitor de apoio ao teleatendimento; 
Telefonista-líder; Telefonista-monitor.
4222-20 Operador de radiochamada - Operador de rádio; Operador de radiotele-
fonia; Radioperador.","Atendem usuários, oferecem serviços e produtos, prestam serviços técnicos especia-
lizados,  realizam pesquisas, fazem serviços de cobrança e cadastramento de clientes, 
sempre via teleatendimento, seguindo roteiros e scripts planejados e controlados para 
captar, reter ou recuperar clientes.","Para o acesso a essas ocupações requer-se o ensino médio completo até o ensino 
superior incompleto, seguidos de cursos  básicos de qualificação de até duzentas 
horas/aula. A qualidade da voz e da audição são requisitos fundamentais para o 
trabalho. Em menos de um ano de experiência o profissional geralmente está apto 
ao desempenho pleno das atividades. A(s) ocupação(ões) elencada(s) nesta família 
ocupacional demanda formação profissional para efeitos do cálculo do número de 
aprendizes a serem contratados pelos estabelecimentos, nos termos do artigo 429 
da Consolidação das Leis do Trabalho - CLT, exceto os casos previstos no art. 10 do 
Decreto 5.598/2005."
"4223-05 Operador de telemarketing ativo - Operador de teleatendimento ativo 
(telemarketing); Teleoperador ativo (telemarketing).
4223-10 Operador de telemarketing ativo e receptivo - Operador de telea-
tendimento híbrido (telemarketing); Operador de telemarketing (operações híbridas); 
Teleoperador de marketing (híbrido).
4223-15 Operador de telemarketing receptivo - Atendente central telemarke-
ting; Atendente de informações (telemarketing); Atendente de telemarketing; Operador 
de atendimento receptivo (telemarketing); Teleoperador receptivo (telemarketing).
4223-20 Operador de telemarketing técnico - Operador de suporte técnico 
(telemarketing); Operador de telemarketing bilíngue; Operador de telemarketing es-
pecializado; Teleoperador de apoio (telemarketing); Teleoperador de suporte técnico 
(telemarketing).","Representam o cliente junto a órgãos e entidades competentes. Solicitam a emissão de 
documentos de pessoas físicas e jurídicas, de bens móveis e imóveis, alvarás, licenças 
e laudos diversos. Efetuam inscrições, alterações e baixas em registros e cadastros. Ge-
renciam serviços e atividades dos clientes: organizam arquivos de dados e monitoram 
datas de vencimento de documentos. Regularizam débitos e créditos, apuram e pagam 
impostos, taxas e emolumentos. Requerem isenções, cancelamentos, parcelamentos e 
suspensões de pagamentos de débitos, a devolução de indébitos e o  recebimento de 
indenizações, seguros, pecúlios e pensões.","O exercício dessas ocupações requer formação de nível médio e credenciamento junto 
a órgãos estaduais, nas unidades da federação onde haja legislação específica para o 
exercício da função. Alguns conselhos regionais oferecem cursos específicos sobre le-
gislação e preenchimento de documentação para os diversos campos de atuação. A(s) 
ocupação(ões) elencada(s) nesta família ocupacional demanda formação profissional 
para efeitos do cálculo do número de aprendizes a serem contratados pelos estabele-
cimentos, nos termos do artigo 429 da Consolidação das Leis do Trabalho - CLT, exceto 
os casos previstos no art. 10 do Decreto 5.598/2005."
"4231-05 Despachante documentalista - Despachante de documentos; Des-
pachante policial.
4231-10 Despachante de trânsito - Despachante de veículos; Despachante 
emplacador.","Aplicam questionários e roteiros de pesquisa; efetuam entrevistas de opinião pública; 
coletam preços de bens e serviços; aplicam instrumentos para pesquisa de mercado; 
cadastram informantes; verificam a consistência de informações e participam do pla-
nejamento de atividades de campo.","Essas ocupações são exercidas por trabalhadores com escolaridade de ensino médio 
concluído, não sendo requeridos cursos de qualificação e tempo de experiência profis-
sional. A(s) ocupação(ões) elencada(s) nesta família ocupacional demanda formação 
profissional para efeitos do cálculo do número de aprendizes a serem contratados pe-
los estabelecimentos, nos termos do artigo 429 da Consolidação das Leis do Trabalho 
- CLT, exceto os casos previstos no art. 10 do Decreto 5.598/2005."
"4241-05 Entrevistador censitário e de pesquisas amostrais - Agente de co-
leta (censo e pesquisas amostrais); Agente de pesquisa; Entrevistador de campo; 
Recenseador.
4241-10 Entrevistador de pesquisa de opinião e mídia - Entrevistador de cati 
(computer assisted telephone interviewing); Entrevistador de mídia; Entrevistador de 
pesquisa em profundidade.
4241-15 Entrevistador de pesquisas de mercado
4241-20 Entrevistador de preços - Coletador de preços; Pesquisador de preços.
4241-25 Escriturário em estatística - Técnico em estatística (escriturário).","Planejam rotinas de trabalho em restaurantes, hotéis, transportes e administração de 
edifícios; treinam funcionários em hospedagem, transportes e alimentação e coorde-
nam equipes de trabalho. Atendem clientes em hotéis, bilheterias e restaurantes; ava-
liam o desempenho de funcionários, a execução de serviços e relatórios de operação 
e de avaliação. Verificam manutenção de instalações, equipamentos e utensílios e pre-
param alimentos e bebidas.","O exercício dessas ocupações requer, no mínimo, escolaridade de nível médio incom-
pleto e curso de qualificação profissional de duzentas a quatrocentas horas/aula. O 
acesso à função de supervisão ocorre após um ou dois anos de experiência na área. 
A(s) ocupação(ões) elencada(s) nesta família ocupacional demanda formação profis-
sional para efeitos do cálculo do número de aprendizes a serem contratados pelos 
estabelecimentos, nos termos do artigo 429 da Consolidação das Leis do Trabalho - CLT, 
exceto os casos previstos no art. 10 do Decreto 5.598/2005."
"5101-05 Supervisor de transportes - Chefe de bilheteria; Encarregado de tráfe-
go rodoviário e ferroviário; Fiscal de transporte rodoviário; Inspetor de bilheteria de 
transportes; Supervisor de bilheteria de transportes; Supervisor de estação ferroviária e 
rodoviária; Supervisor de movimento de trens; Supervisor de trens.
5101-10 Administrador de edifícios - Administrador de prédios; Chefe de portaria 
(edifício); Encarregado de edifício; Síndico (edifícios).
5101-15 Supervisor de andar - Encarregado de andar.
5101-20 Chefe de portaria de hotel - Encarregado de portaria de hotel; Supervisor 
de hospedagem; Supervisor de recepção de hotel.
5101-30 Chefe de bar - Chefe de barewomen; Chefe de bartander; Encarregado de 
bar e restaurante; Encarregado de cantina; Subchefe de bar; Supervisor de bar.
5101-35 Maître - Chef executivo nos serviços de alimentação; Chefe de fila nos 
serviços de alimentação; Maître - no serviço de alimentação; Maître de bar; Maître de 
boate; Maître de hotel; Maîtrede restaurante; Maître executivo; Sommalier.","Supervisionam e organizam serviços de lavanderia. Controlam fluxo de roupas e 
materiais e identificam necessidades de clientes. Administram equipes e desenvol-
vem as atividades comunicando-se constantemente com os funcionários. Zelam 
pela qualidade dos serviços de lavanderia e trabalham de acordo com normas e 
procedimentos de biossegurança.","Para o exercício dessas ocupações requer-se ensino fundamental concluído. O desem-
penho pleno das atividades ocorre entre um e dois anos de experiência profissional. 
A(s) ocupação(ões) elencada(s) nesta família ocupacional demanda formação profis-
sional para efeitos do cálculo do número de aprendizes a serem contratados pelos 
estabelecimentos, nos termos do artigo 429 da Consolidação das Leis do Trabalho - CLT, 
exceto os casos previstos no art. 10 do Decreto 5.598/2005."
"5102-05 Supervisor de lavanderia - Chefe de lavagem de equipamentos de pro-
teção individual (epi); Chefe de lavanderia; Encarregado de lavanderia; Encarregado 
operacional de lavanderia; Supervisor operacional de lavanderia.","Supervisionam, orientam e treinam equipes de segurança. Analisam projetos de segu-
rança e adotam medidas corretivas. Programam simulados de emergência, elaboram 
escalas de serviços, supervisionam atividades, postos de trabalho, locais e atividades 
de risco. Investigam causas de ocorrências. Sugerem medidas preventivas e corretivas, 
atendem clientes e coordenam planos de emergência.","Para o exercício dessas ocupações requer-se ensino médio completo e curso básico de 
qualificação profissional em torno de duzentas horas/aula para supervisor de vigilan-
tes e de duzentas a quatrocentas horas/aula para supervisor de bombeiros. O pleno 
desempenho das atividades requer experiência profissional comprovada de três a qua-
tro anos na área. A(s) ocupação(ões) elencada(s) nesta família ocupacional demanda 
formação profissional para efeitos do cálculo do número de aprendizes a serem contra-
tados pelos estabelecimentos, nos termos do artigo 429 da Consolidação das Leis do 
Trabalho - CLT, exceto os casos previstos no art. 10 do Decreto 5.598/2005."
"5103-05 Supervisor de bombeiros - Encarregado de bombeiros; Líder de 
bombeiros.
5103-10 Supervisor de vigilantes - Inspetor de segurança; Supervisor de seguran-
ça patrimonial; Supervisor de segurança (vigilância).","Checam equipamentos e instalações das aeronaves, trens e embarcações; prestam 
serviços aos usuários de transportes aéreos, ferroviários e fluviais; demonstram aos 
passageiros os procedimentos de segurança e emergência; servem refeições prepa-
radas e bebidas; orientam usuários sobre procedimentos de segurança e promovem 
o entretenimento e o bem-estar dos usuários. Controlam a entrada e a saída de 
alimentos e materiais de limpeza; zelam pela manutenção da limpeza. Agem em 
situações de emergência. Cumprem rigorosamente normas e procedimentos técnicos 
e de segurança a bordo.","Para o acesso a essas ocupações requer-se ensino médio complementado por curso 
básico de qualificação profissional que varia de a duzentas e quatrocentas horas/aula, 
dependendo da ocupação exercida. Para o taifeiro, a escolaridade mínima é de ensino 
fundamental. Os profissionais dessa família ocupacional são treinados para atender a 
situações de emergência e ou segurança, além de promover bem-estar aos passageiros. 
A(s) ocupação(ões) elencada(s) nesta família ocupacional demanda formação profis-
sional para efeitos do cálculo do número de aprendizes a serem contratados pelos 
estabelecimentos, nos termos do artigo 429 da Consolidação das Leis do Trabalho - CLT, 
exceto os casos previstos no art. 10 do Decreto 5.598/2005."
"5111-05 Comissário de voo - Aeromoça; Comissário de bordo; Inspetor de bordo.
5111-10 Comissário de trem
5111-15 Taifeiro (exceto militares)","Organizam e fiscalizam as operações dos ônibus e outros veículos de transporte coleti-
vo, como condições de operação dos veículos, cumprimento dos horários, entre outros. 
Preenchem relatórios; preparam escalas de operadores; examinam veículos e atendem 
usuários. Agem na solução de ocorrências. Executam a venda de bilhetes em veículos, 
estações metropolitanas, ferroviárias e similares e administram valores.","O acesso a essas ocupações requer o ensino fundamental, exceto para o bilheteiro 
(estações de metrô, trens e assemelhadas) cujo pré-requisito é ensino médio. Todas as 
ocupações, exceto a de cobrador, é preciso qualificar-se em cursos profissionalizantes 
acima de quatrocentas horas/aula, geralmente oferecidos pelas próprias empresas. A(s) 
ocupação(ões) elencada(s) nesta família ocupacional demanda formação profissional 
para efeitos do cálculo do número de aprendizes a serem contratados pelos estabele-
cimentos, nos termos do artigo 429 da Consolidação das Leis do Trabalho - CLT, exceto 
os casos previstos no art. 10 do Decreto 5.598/2005."
"5112-05 Fiscal de transportes coletivos (exceto trem) - Agente de serviços de 
fiscalização de transportes coletivos e licenciamento de veículos; Encarregado de trá-
fego; Escalante; Fiscal de linha; Fiscal de ônibus; Fiscal de operação; Fiscal de tráfego; 
Fiscal de viagens; Fiscal nos transportes; Fiscal rodoviário.
5112-10 Despachante de transportes coletivos (exceto trem) - Auxiliar de 
operação; Despachante de embarque; Despachante de tráfego; Despachante nos trans-
portes; Encarregado de transporte coletivo (exceto trem).
5112-15 Cobrador de transportes coletivos (exceto trem) - Trocador.
5112-20 Bilheteiro (estações de metrô, ferroviárias e assemelhadas)","Executam roteiro turístico, transmitem informações, atendem passageiros, organi-
zam as atividades do dia, realizam tarefas burocráticas e desenvolvem itinerários e 
roteiros de visitas.","O exercício dessas ocupações requer escolaridade mínima de ensino médio e domínio 
de línguas estrangeiras. O pleno desempenho das atividades ocorre após cinco anos de 
experiência. A(s) ocupação(ões) elencada(s) nesta família ocupacional demanda forma-
ção profissional para efeitos do cálculo do número de aprendizes a serem contratados 
pelos estabelecimentos, nos termos do artigo 429 da Consolidação das Leis do Traba-
lho - CLT, exceto os casos previstos no art. 10 do Decreto 5.598/2005."
"5114-05 Guia de turismo - Guia de turismo especializado em atrativo turístico; Guia 
de turismo especializado em excursão internacional; Guia de turismo especializado em 
excursão nacional; Guia de turismo especializado em turismo regional.","Preparam refeições e prestam assistência às pessoas, cuidam de peças do vestuário 
como roupas e sapatos e colaboram na administração da casa, conforme orientações 
recebidas. Fazem arrumação ou faxina e podem cuidar de plantas do ambiente interno 
e de animais domésticos.","Há tendência de aumento de qualificação para o acesso a essas ocupações, dependen-
do da classe social do empregador. de forma geral requer-se ensino fundamental com-
pleto. Atualmente ampliam-se os cursos de qualificação profissional de duzentas horas/
aula que vêm sendo oferecidos por instituições de formação profissional, sindicatos e 
ONGs. O exercício pleno das atividades ocorre após um a dois anos de exercício pro-
fissional. A(s) ocupação(ões) elencada(s) nesta família ocupacional demanda formação 
profissional para efeitos do cálculo do número de aprendizes a serem contratados pe-
los estabelecimentos, nos termos do artigo 429 da Consolidação das Leis do Trabalho 
- CLT, exceto os casos previstos no art. 10 do Decreto 5.598/2005."
"5121-05 Empregado doméstico nos serviços gerais - Caseiro.
5121-10 Empregado doméstico arrumador - Arrumador no serviço doméstico.
5121-15 Empregado doméstico faxineiro - Faxineiro no serviço doméstico.
5121-20 Empregado doméstico diarista - Empregado doméstico diarista.","Atendem hóspedes e familiares, organizando e supervisionando os trabalhos dos fun-
cionários das áreas de governança e mordomia de hotéis, residências, hospitais ou 
estabelecimentos similares, recepcionando convidados e visitantes, acompanhando en-
tradas e saídas dos hóspedes durante a estadia, familiares em compromissos externos 
e viagens da família. Cuidam do vestuário e objetos de hóspedes e familiares. Supervi-
sionam  a arrumação de aposentos e demais áreas. Servem alimentos e bebidas e su-
pervisionam a sua preparação. Secretariam agendas e telefonemas, controlam serviços 
de lavanderia e rouparia, administram pessoal e executam atividades administrativas.","Para o exercício dessas ocupações requer-se ensino médio completo. O exercício ple-
no dessas atividades ocorre entre três e quatro anos de experiência profissional. A(s) 
ocupação(ões) elencada(s) nesta família ocupacional demanda formação profissional 
para efeitos do cálculo do número de aprendizes a serem contratados pelos estabele-
cimentos, nos termos do artigo 429 da Consolidação das Leis do Trabalho - CLT, exceto 
os casos previstos no art. 10 do Decreto 5.598/2005."
"5131-05 Mordomo de residência - Governanta de residência.
5131-10 Mordomo de hotelaria
5131-15 Governanta de hotelaria - Assistente de governanta; Governanta 
executiva.","Organizam e supervisionam serviços de cozinha em hotéis,  restaurantes, hospitais, re-
sidências e outros locais de refeições, planejando cardápios e elaborando o pré-preparo, 
e a finalização de alimentos, observando métodos de cocção e padrões de qualidade.","O exercício dessas ocupações requer ensino fundamental seguido de cursos básicos 
de profissionalização que variam de duzentas a quatrocentas horas, ou experiência 
equivalente. O pleno desempenho das atividades ocorre entre três e quatro anos de 
exercício profissional. A(s) ocupação(ões) elencada(s) nesta família ocupacional de-
manda formação profissional para efeitos do cálculo do número de aprendizes a serem 
contratados pelos estabelecimentos, nos termos do artigo 429 da Consolidação das 
Leis do Trabalho - CLT, exceto os casos previstos no art. 10 do Decreto 5.598/2005."
"5132-05 Cozinheiro geral - Cozinheiro de restaurante; merendeiro.
5132-10 Cozinheiro do serviço doméstico
5132-15 Cozinheiro industrial - Cozinheiro de restaurante de indústria.
5132-20 Cozinheiro de hospital - Cozinheiro hospitalar.
5132-25 Cozinheiro de embarcações - Cozinheiro de bordo.","Limpam, arrumam, organizam, vistoriam e abastecem apartamentos, camarotes, cama-
rins, quartos e banheiros, em hotéis, teatros, estúdios de televisão e cinema, navios e 
estabelecimentos similares;  mantêm em ordem, conservam, classificam e organizam 
os figurinos e vestuários de clientes e atores, identificando e controlando as saídas, 
devoluções e substituições das roupas e acessórios; atendem e auxiliam os hóspedes e 
atores em suas solicitações e necessidades pessoais e profissionais.","O acesso ao emprego ocorre por meio de cursos profissionalizantes básicos de até 
duzentas horas/aula. Os empregos de camareiro de embarcações e de hotel são acessí-
veis a pessoas sem experiência profissional e com escolaridade até a 4ª série do ensino 
fundamental. Para as outras ocupações da família é exigido de um a dois anos de 
experiência e escolaridade de 4ª a 7ª série do ensino fundamental. A(s) ocupação(ões) 
elencada(s) nesta família ocupacional demanda formação profissional para efeitos do 
cálculo do número de aprendizes a serem contratados pelos estabelecimentos, nos 
termos do artigo 429 da Consolidação das Leis do Trabalho - CLT, exceto os casos 
previstos no art. 10 do Decreto 5.598/2005."
"5133-05 Camareiro de teatro - Camareiro de teatro; Guarda-roupeiro de teatro; 
Roupeiro de teatro.
5133-10 Camareiro de televisão - Camareiro de televisão; Encarregado de guar-
da-roupa de televisão; Guarda-roupeiro de televisão; Roupeiro de televisão.
5133-15 Camareiro de hotel - Arrumadeira de hotel; Arrumador de hotel; Cama-
reiro de hotel.
5133-20 Camareiro de embarcações - Camareiro no transporte marítimo e fluvial; 
Comissário de bordo no transporte marítimo.
5133-25 Guarda-roupeiro de cinema - Encarregado de guarda-roupa de cinema; 
Roupeiro de cinema; Técnico de cinema.","Atendem os clientes, recepcionando-os e servindo refeições e bebidas em restaurantes, 
bares, clubes, cantinas, hotéis, eventos e hospitais; montam e desmontam praças, car-
rinhos, mesas, balcões e bares; organizam, conferem e controlam materiais de trabalho, 
bebidas e alimentos, listas de espera, a limpeza e higiene e a segurança do local de 
trabalho; preparam alimentos e bebidas, realizando também serviços de vinhos.","Para o acesso ao trabalho nessa família ocupacional é exigido, no mínimo, o ensino fun-
damental incompleto e até um ano de experiência. A formação profissional ocorre com a 
prática no local de trabalho ou em cursos profissionalizantes. O trabalhador tem a possi-
bilidade de ascender na carreira, iniciando como ajudante ou auxiliar, podendo atingir a 
ocupação de maître (família ocupacional 5101). O sommelier, para o qual é requerido o 
ensino médio, necessita de especialização e experiência de um a dois anos. O mercado de 
trabalho tende a aumentar a exigência do nível de qualificação e profissionalização desses 
trabalhadores. A(s) ocupação(ões) elencada(s) nesta família ocupacional demanda forma-
ção profissional para efeitos do cálculo do número de aprendizes a serem contratados 
pelos estabelecimentos, nos termos do artigo 429 da Consolidação das Leis do Trabalho 
- CLT, exceto os casos previstos no art. 10 do Decreto 5.598/2005."
"5134-05 Garçom - Atendente de buffet; Atendente de mesa; Auxiliar de maître; Gar-
ção; Garçom de bar; Passador de guarnição.
5134-10 Garçom (serviços de vinhos) - Degustador de vinho; Escanção; Especia-
lista em vinho; Garçom (serviço de vinho).
5134-15 Cumim - Auxiliar de garçom; Auxiliar de mesa em restaurantes, hotéis e 
outros; Carregador de utensílios de cozinha.
5134-20 Barman - Atendente de bar; Auxiliar de barman; Balconista de bar; Prepa-
rador de drinques e bebidas.
5134-25 Copeiro - Auxiliar de serviço de copa; Chefe da copa; Copeiro de bar; Copei-
ro  de eventos; Copeiro de hotel; Copeiro  de lanchonete; Copeiro  de restaurante.
5134-30 Copeiro de hospital
5134-35 Atendente de lanchonete - Ajudante, auxiliar de bar; Ajudante, auxiliar 
de lanchonete; Atendente de balcão de café; Balconista de lanchonete; Cafeteiro; Can-
tineiro (escola); Chapista de lanchonete; Servente de lanche.","Os trabalhadores auxiliares nos serviços de alimentação auxiliam outros profissionais 
da área no pré-preparo, preparo e processamento de alimentos, na montagem de pra-
tos. Verificam a qualidade dos gêneros alimentícios, minimizando riscos de contamina-
ção. Trabalham em conformidade a normas e procedimentos técnicos e de qualidade, 
segurança, higiene e saúde.","O exercício dessas ocupações requer em geral ensino fundamental seguido de cursos 
básicos de profissionalização que variam de duzentas a quatrocentas horas, ou expe-
riência equivalente. A(s) ocupação(ões) elencada(s) nesta família ocupacional deman-
da formação profissional para efeitos do cálculo do número de aprendizes a serem 
contratados pelos estabelecimentos, nos termos do artigo 429 da Consolidação das 
Leis do Trabalho - CLT, exceto os casos previstos no art. 10 do Decreto 5.598/2005."
"5135-05 Auxiliar nos serviços de alimentação - Ajudante de churrasqueiro; Aju-
dante de confeiteiro; Ajudante de cozinha; Ajudante de padeiro; Ajudante de pizzaiolo; 
Ajudante de sushiman; Auxiliar de churrasqueiro; Auxiliar de confeiteiro; Auxiliar de 
cozinha; Auxiliar de padeiro; Auxiliar de pizzaiolo; Auxiliar de sushiman; Forneiro (pi-
zzaria); Lavador de pratos; Salgadeiro; Saladeiro.","Os profissionais desta família ocupacional atuam no setor de serviços de alimenta-
ção, manipulando alimentos in natura para processá-los. Verificam a qualidade dos 
alimentos, observam normas técnicas de higiene e segurança para minimizar riscos de 
contaminação e controlam desperdícios.","O exercício dessas ocupações requer ensino fundamental seguido de cursos básicos 
de profissionalização que variam de duzentas a quatrocentas horas, ou experiência 
equivalente. O pleno desempenho das atividades ocorre entre três e quatro anos de 
exercício profissional. A(s) ocupação(ões) elencada(s) nesta família ocupacional de-
manda formação profissional para efeitos do cálculo do número de aprendizes a serem 
contratados pelos estabelecimentos, nos termos do artigo 429 da Consolidação das 
Leis do Trabalho - CLT, exceto os casos previstos no art. 10 do Decreto 5.598/2005."
"5136-05 Churrasqueiro
5136-10 Pizzaiolo
5136-15 Sushiman","Zelam pela segurança das pessoas e do patrimônio de edifícios de apartamentos, edi-
fícios comerciais, igrejas e outros. Atendem e controlam a movimentação de pessoas e 
veículos no estacionamento; recebem objetos, mercadorias, materiais, equipamentos; 
conduzem o elevador, realizam pequenos reparos. Prestam assistência aos religiosos, 
ornamentam a igreja e preparam vestes litúrgicas.","O exercício dessas ocupações requer ensino fundamental. Os profissionais apren-
dem a profissão no próprio emprego. A(s) ocupação(ões) elencada(s) nesta família 
ocupacional demanda formação profissional para efeitos do cálculo do número de 
aprendizes a serem contratados pelos estabelecimentos, nos termos do artigo 429 
da Consolidação das Leis do Trabalho - CLT, exceto os casos previstos no art. 10 do 
Decreto 5.598/2005."
"5141-05 Ascensorista - Cabineiro de elevador; Encarregado de elevador; Operador 
de elevador.
5141-10 Garagista - Encarregado de garagem; Manobrista.
5141-15 Sacristão - Fiscal de capela.
5141-20 Zelador de edifício - Zelador.","Os trabalhadores nos serviços de coleta de resíduos, de limpeza e conservação de 
áreas públicas coletam resíduos domiciliares, resíduos sólidos de serviços de saúde e 
resíduos coletados nos serviços de limpeza e conservação de áreas públicas. Preser-
vam as vias públicas, varrendo calçadas, sarjetas e calçadões, acondicionando o lixo 
para que seja coletado e encaminhado para o aterro sanitário. Conservam as áreas 
públicas lavando-as, pintando guias, postes, viadutos, muretas e etc. Zelam pela 
segurança das pessoas sinalizando e isolando áreas de risco e de trabalho. Traba-
lham  com segurança, utilizando equipamento de proteção individual e promovendo 
a segurança individual e da equipe.","O acesso às ocupações de faxineiro e limpador de vidros é livre. O exercício das 
ocupações de coletor de lixo e gari requer quarta série do ensino fundamental e a 
ocupação de trabalhador de serviços de manutenção de edifícios e logradouros tem 
como requisito o ensino fundamental completo. O exercício pleno das atividades 
ocorre após um a dois anos de experiência. A(s) ocupação(ões) elencada(s) nesta fa-
mília ocupacional demanda formação profissional para efeitos do cálculo do número 
de aprendizes a serem contratados pelos estabelecimentos, nos termos do artigo 
429 da Consolidação das Leis do Trabalho - CLT, exceto os casos previstos no art. 10 
do Decreto 5.598/2005."
