titulo,descricao,ocupacao,tarefa
9541-05 Eletromecânico de manutenção de elevadores,"Planejam atendimento, orçam ordens de serviços e preparam ambientes externos para reparo e manutenção de equipamentos de escritório. Diagnosticam defeitos e realizam manutenções corretiva e preventiva em equipamentos de escritório. Demonstram o funcionamento e instalam os equipamentos. Trabalham seguindo normas de segurança, higiene, qualidade e proteção ao meio ambiente.",954105,Manual
9541-10 Eletromecânico de manutenção de escadas rolantes,"Planejam atendimento, orçam ordens de serviços e preparam ambientes externos para reparo e manutenção de equipamentos de escritório. Diagnosticam defeitos e realizam manutenções corretiva e preventiva em equipamentos de escritório. Demonstram o funcionamento e instalam os equipamentos. Trabalham seguindo normas de segurança, higiene, qualidade e proteção ao meio ambiente.",954110,Manual
9541-15 Eletromecânico de manutenção de portas automáticas,"Planejam atendimento, orçam ordens de serviços e preparam ambientes externos para reparo e manutenção de equipamentos de escritório. Diagnosticam defeitos e realizam manutenções corretiva e preventiva em equipamentos de escritório. Demonstram o funcionamento e instalam os equipamentos. Trabalham seguindo normas de segurança, higiene, qualidade e proteção ao meio ambiente.",954115,Manual
9541-20 Mecânico de manutenção de instalações mecânicas de edifícios -  Mecânico de manutenção (equipamento de edifícios).,"Planejam atendimento, orçam ordens de serviços e preparam ambientes externos para reparo e manutenção de equipamentos de escritório. Diagnosticam defeitos e realizam manutenções corretiva e preventiva em equipamentos de escritório. Demonstram o funcionamento e instalam os equipamentos. Trabalham seguindo normas de segurança, higiene, qualidade e proteção ao meio ambiente.",954120,Manual
9541-25 Operador eletromecânico - Mecânico de manutenção e eletricista; Ope- rador de equipamentos elétricos; Operador de manutenção eletromecânica.,"Planejam atendimento, orçam ordens de serviços e preparam ambientes externos para reparo e manutenção de equipamentos de escritório. Diagnosticam defeitos e realizam manutenções corretiva e preventiva em equipamentos de escritório. Demonstram o funcionamento e instalam os equipamentos. Trabalham seguindo normas de segurança, higiene, qualidade e proteção ao meio ambiente.",954125,Manual
9542-05 Reparador de aparelhos eletrodomésticos (exceto imagem  e som) - Mecânico de aparelhos domésticos; Mecânico de fogão; Mecânico  de lavadora e secadora; Mecânico de refrigeração doméstica.,"Reparam componentes de superestrutura e infraestrutura das vias. Corrigem geometria das vias por meio de equipamentos, analisando informações topográficas e geométri- cas, preparando e ajustando máquinas e corrigindo desníveis. Esmerilham trilhos, des- guarnecem lastros, removendo os que estiverem contaminados e recolocando aqueles que estiverem tratados. Realizam soldagem aluminotérmica, examinando, cortando, ni- velando, alinhando, soldando e esmerilhando trilhos. Inspecionam vias e providenciam manutenção de máquinas e equipamentos. Desenvolvem as atividades comunicando- se com outras áreas e com o centro de controle operacional e trabalham seguindo normas de segurança, qualidade e proteção ao meio ambiente.",954205,Manual
"9542-10 Reparador de rádio, TV e som - Antenista; Consertador de rádio;  Eletrotécnico reparador de aparelhos de som; Radiotécnico; Técnico de rádio  (reparo); Técnico de televisão.","Reparam componentes de superestrutura e infraestrutura das vias. Corrigem geometria das vias por meio de equipamentos, analisando informações topográficas e geométri- cas, preparando e ajustando máquinas e corrigindo desníveis. Esmerilham trilhos, des- guarnecem lastros, removendo os que estiverem contaminados e recolocando aqueles que estiverem tratados. Realizam soldagem aluminotérmica, examinando, cortando, ni- velando, alinhando, soldando e esmerilhando trilhos. Inspecionam vias e providenciam manutenção de máquinas e equipamentos. Desenvolvem as atividades comunicando- se com outras áreas e com o centro de controle operacional e trabalham seguindo normas de segurança, qualidade e proteção ao meio ambiente.",954210,Manual
9543-05 Reparador de equipamentos de escritório - Mecânico de máquinas  de escrever; Mecânico de máquinas de escrever e calcular; Mecanógrafo (mecânico  de máquina de escrever); Técnico de calculadora eletrônica; Técnico de copiadora;  Técnico de impressora (matricial); Técnico de máquina autenticadora; Técnico de  máquina de escrever elétrica e manual; Técnico de máquina de escrever eletrônica;  Técnico de máquinas eletrônicas.,"Reparam e inspecionam equipamentos de parques de diversões. Reformam e montam equipamentos. Organizam ferramental, acompanham serviços terceirizados e exercem atividades técnico-administrativas. Trabalham seguindo normas de segurança, higiene, qualidade e proteção ao meio ambiente.",954305,R. Manual
9911-05 Conservador de via permanente (trilhos) - Auxiliar de manutenção de  linha férrea; Trabalhador de linha férrea.,"Analisam o veículo a ser reparado, realizam o desmonte e providenciam materiais, equipamentos, ferramentas e condições necessárias para o serviço. Preparam a lataria do veículo e as peças para os serviços de lanternagem e pintura. Confeccionam peças simples para pequenos reparos. Pintam e montam o veículo. Trabalham seguindo nor- mas de segurança, higiene, qualidade e proteção ao meio ambiente.",991105,Manual
9911-10 Inspetor de via permanente (trilhos),"Analisam o veículo a ser reparado, realizam o desmonte e providenciam materiais, equipamentos, ferramentas e condições necessárias para o serviço. Preparam a lataria do veículo e as peças para os serviços de lanternagem e pintura. Confeccionam peças simples para pequenos reparos. Pintam e montam o veículo. Trabalham seguindo nor- mas de segurança, higiene, qualidade e proteção ao meio ambiente.",991110,Manual
9911-15 Operador de máquinas especiais em conservação de via perma- nente (trilhos) - Operador de máquinas e veículos especiais na conservação de vias  permanentes (trilhos); Operador de veículos especiais na conservação de vias perma- nentes (trilhos).,"Analisam o veículo a ser reparado, realizam o desmonte e providenciam materiais, equipamentos, ferramentas e condições necessárias para o serviço. Preparam a lataria do veículo e as peças para os serviços de lanternagem e pintura. Confeccionam peças simples para pequenos reparos. Pintam e montam o veículo. Trabalham seguindo nor- mas de segurança, higiene, qualidade e proteção ao meio ambiente.",991115,Manual
9911-20 Soldador aluminotérmico em conservação de trilhos,"Analisam o veículo a ser reparado, realizam o desmonte e providenciam materiais, equipamentos, ferramentas e condições necessárias para o serviço. Preparam a lataria do veículo e as peças para os serviços de lanternagem e pintura. Confeccionam peças simples para pequenos reparos. Pintam e montam o veículo. Trabalham seguindo nor- mas de segurança, higiene, qualidade e proteção ao meio ambiente.",991120,Manual
9912-05 Mantenedor de equipamentos de parques de diversões e simi- lares - Eletricista de manutenção de parques de diversões; Eletrônico de manuten- ção de parques de diversões; Mecânico de manutenção de parques de diversões.,"Realizam manutenção de equipamentos, montagem e desmontagem de pneu e alinha- mento. Controlam vida útil e utilização do pneu. Trocam e ressulcam pneus. Consertam pneus a frio e a quente, reparam câmara de ar e balanceiam conjunto de roda e pneu. Prestam socorro a veículos e lavam chassi e peças. Trabalham seguindo normas de segurança, higiene, qualidade e proteção ao meio ambiente.",991205,Manual
9913-05 Funileiro de veículos (reparação) - Chapista de veículos; Funileiro de  automóveis (reparação); Lanterneiro de automóveis (reparação); Latoeiro de veículos  (reparação); Soldador de veículos.,"Realizam manutenção geral em vias, manejam áreas verdes, tapam buracos, limpam vias permanentes e conservam bueiros e galerias de águas pluviais. Recompõem ater- ros e recuperam obras de arte. Controlam atividades de conservação e trabalham se- guindo normas de segurança, higiene, qualidade e proteção ao meio ambiente.",991305,Manual
9913-10 Montador de veículos (reparação) - Cabineiro de veículos; Capoteiro;  Tapeceiro de veículos.,"Realizam manutenção geral em vias, manejam áreas verdes, tapam buracos, limpam vias permanentes e conservam bueiros e galerias de águas pluviais. Recompõem ater- ros e recuperam obras de arte. Controlam atividades de conservação e trabalham se- guindo normas de segurança, higiene, qualidade e proteção ao meio ambiente.",991310,Manual
9913-15 Pintor de veículos (reparação),"Realizam manutenção geral em vias, manejam áreas verdes, tapam buracos, limpam vias permanentes e conservam bueiros e galerias de águas pluviais. Recompõem ater- ros e recuperam obras de arte. Controlam atividades de conservação e trabalham se- guindo normas de segurança, higiene, qualidade e proteção ao meio ambiente.",991315,Manual
9921-05 Alinhador de pneus,"Realizam manutenção de equipamentos, montagem e desmontagem de pneu e alinhamento. Controlam vida útil e utilização do pneu. Trocam e ressulcam pneus. Consertam pneus a frio e a quente, reparam câmara de ar e balanceiam conjunto de roda e pneu. Prestam socorro a veículos e lavam chassi e peças. Trabalham seguindo normas de segurança, higiene, qualidade e proteção ao meio ambiente.",992105,R. Manual
9921-10 Balanceador,"Realizam manutenção de equipamentos, montagem e desmontagem de pneu e alinhamento. Controlam vida útil e utilização do pneu. Trocam e ressulcam pneus. Consertam pneus a frio e a quente, reparam câmara de ar e balanceiam conjunto de roda e pneu. Prestam socorro a veículos e lavam chassi e peças. Trabalham seguindo normas de segurança, higiene, qualidade e proteção ao meio ambiente.",992110,R. Manual
9921-15 Borracheiro - Borracheiro auxiliar; Consertador de pneus; Emendador de  câmaras de ar; Montador de pneus.,"Realizam manutenção de equipamentos, montagem e desmontagem de pneu e alinhamento. Controlam vida útil e utilização do pneu. Trocam e ressulcam pneus. Consertam pneus a frio e a quente, reparam câmara de ar e balanceiam conjunto de roda e pneu. Prestam socorro a veículos e lavam chassi e peças. Trabalham seguindo normas de segurança, higiene, qualidade e proteção ao meio ambiente.",992115,R. Manual
9921-20 Lavador de peças,"Realizam manutenção de equipamentos, montagem e desmontagem de pneu e alinhamento. Controlam vida útil e utilização do pneu. Trocam e ressulcam pneus. Consertam pneus a frio e a quente, reparam câmara de ar e balanceiam conjunto de roda e pneu. Prestam socorro a veículos e lavam chassi e peças. Trabalham seguindo normas de segurança, higiene, qualidade e proteção ao meio ambiente.",992120,R. Manual
9922-05 Encarregado geral de operações de conservação de vias perma- nentes (exceto trilhos),"Realizam manutenção geral em vias, manejam áreas verdes, tapam buracos, limpam vias permanentes e conservam bueiros e galerias de águas pluviais. Recompõem aterros e recuperam obras de arte. Controlam atividades de conservação e trabalham seguindo normas de segurança, higiene, qualidade e proteção ao meio ambiente.",992205,Manual
9922-10 Encarregado de equipe de conservação de vias permanentes (ex- ceto trilhos),"Realizam manutenção geral em vias, manejam áreas verdes, tapam buracos, limpam vias permanentes e conservam bueiros e galerias de águas pluviais. Recompõem aterros e recuperam obras de arte. Controlam atividades de conservação e trabalham seguindo normas de segurança, higiene, qualidade e proteção ao meio ambiente.",992210,Manual
9922-15 Operador de ceifadeira na conservação de vias permanentes,"Realizam manutenção geral em vias, manejam áreas verdes, tapam buracos, limpam vias permanentes e conservam bueiros e galerias de águas pluviais. Recompõem aterros e recuperam obras de arte. Controlam atividades de conservação e trabalham seguindo normas de segurança, higiene, qualidade e proteção ao meio ambiente.",992215,Manual
9922-20 Pedreiro de conservação de vias permanentes (exceto trilhos),"Realizam manutenção geral em vias, manejam áreas verdes, tapam buracos, limpam vias permanentes e conservam bueiros e galerias de águas pluviais. Recompõem aterros e recuperam obras de arte. Controlam atividades de conservação e trabalham seguindo normas de segurança, higiene, qualidade e proteção ao meio ambiente.",992220,Manual
9922-25 Auxiliar geral de conservação de vias permanentes (exceto trilhos)  - Asfaltador na conservação de vias permanentes (exceto trilhos); Auxiliar de jardina- gem na conservação de vias permanentes; Buerista na conservação de vias permanen- tes; Podador de árvores na conservação de vias permanentes; Servente de pedreiro  na conservação de vias permanentes (exceto trilhos); Servente de serviços gerais na  conservação de vias permanentes (exceto trilhos); Varredor na conservação de vias  permanentes (exceto trilhos).,"Realizam manutenção geral em vias, manejam áreas verdes, tapam buracos, limpam vias permanentes e conservam bueiros e galerias de águas pluviais. Recompõem aterros e recuperam obras de arte. Controlam atividades de conservação e trabalham seguindo normas de segurança, higiene, qualidade e proteção ao meio ambiente.",992225,Manual
1418-05 Gerente de administração em aeroportos,"Planejam e gerenciam atividades de operação da aviação civil, avaliando demanda, avaliando capacidade de infraestrutura dos aeroportos e dos terminais de cargas, analisando fluxo de passageiros, bagagens, aeronaves e indicadores de performance, gerindo a capacidade dos aeroportos e gerenciando a pontualidade dos voos. Gerenciam a segurança da aviação civil definindo as políticas de segurança operacional e de segurança da aviação civil, estabelecendo normas, procedimentos e recomendações de segurança e implantando medidas de proteção da aviação civil. Gerenciam a segurança operacional dos voos, elaborando programas de segurança operacional e de voos, coordenando a investigação de acidentes, incidentes e eventos de segurança operacional e atuando na prevenção de acidentes e incidentes aeronáuticos e ocorrências de solo. Gerenciam operações de cargas através da logística operacional de cargas aéreas e da análise do fluxo de cargas, aeronaves e frota terrestre. Gerenciam recursos humanos, materiais e financeiros.",141805,Abstrata
1418-10 Gerente de empresa aérea e empresa de serviços auxiliares ao transporte aéreo (esata) em aeroportos,"Planejam e gerenciam atividades de operação da aviação civil, avaliando demanda, avaliando capacidade de infraestrutura dos aeroportos e dos terminais de cargas, analisando fluxo de passageiros, bagagens, aeronaves e indicadores de performance, gerindo a capacidade dos aeroportos e gerenciando a pontualidade dos voos. Gerenciam a segurança da aviação civil definindo as políticas de segurança operacional e de segurança da aviação civil, estabelecendo normas, procedimentos e recomendações de segurança e implantando medidas de proteção da aviação civil. Gerenciam a segurança operacional dos voos, elaborando programas de segurança operacional e de voos, coordenando a investigação de acidentes, incidentes e eventos de segurança operacional e atuando na prevenção de acidentes e incidentes aeronáuticos e ocorrências de solo. Gerenciam operações de cargas através da logística operacional de cargas aéreas e da análise do fluxo de cargas, aeronaves e frota terrestre. Gerenciam recursos humanos, materiais e financeiros.",141810,Abstrata
1418-15 Gerente de operações em aeroportos,"Planejam e gerenciam atividades de operação da aviação civil, avaliando demanda, avaliando capacidade de infraestrutura dos aeroportos e dos terminais de cargas, analisando fluxo de passageiros, bagagens, aeronaves e indicadores de performance, gerindo a capacidade dos aeroportos e gerenciando a pontualidade dos voos. Gerenciam a segurança da aviação civil definindo as políticas de segurança operacional e de segurança da aviação civil, estabelecendo normas, procedimentos e recomendações de segurança e implantando medidas de proteção da aviação civil. Gerenciam a segurança operacional dos voos, elaborando programas de segurança operacional e de voos, coordenando a investigação de acidentes, incidentes e eventos de segurança operacional e atuando na prevenção de acidentes e incidentes aeronáuticos e ocorrências de solo. Gerenciam operações de cargas através da logística operacional de cargas aéreas e da análise do fluxo de cargas, aeronaves e frota terrestre. Gerenciam recursos humanos, materiais e financeiros.",141815,Abstrata
1418-20 Gerente de operações de cargas,"Planejam e gerenciam atividades de operação da aviação civil, avaliando demanda, avaliando capacidade de infraestrutura dos aeroportos e dos terminais de cargas, analisando fluxo de passageiros, bagagens, aeronaves e indicadores de performance, gerindo a capacidade dos aeroportos e gerenciando a pontualidade dos voos. Gerenciam a segurança da aviação civil definindo as políticas de segurança operacional e de segurança da aviação civil, estabelecendo normas, procedimentos e recomendações de segurança e implantando medidas de proteção da aviação civil. Gerenciam a segurança operacional dos voos, elaborando programas de segurança operacional e de voos, coordenando a investigação de acidentes, incidentes e eventos de segurança operacional e atuando na prevenção de acidentes e incidentes aeronáuticos e ocorrências de solo. Gerenciam operações de cargas através da logística operacional de cargas aéreas e da análise do fluxo de cargas, aeronaves e frota terrestre. Gerenciam recursos humanos, materiais e financeiros.",141820,Abstrata
1418-25 Gerente de segurança da aviação civil,"Planejam e gerenciam atividades de operação da aviação civil, avaliando demanda, avaliando capacidade de infraestrutura dos aeroportos e dos terminais de cargas, analisando fluxo de passageiros, bagagens, aeronaves e indicadores de performance, gerindo a capacidade dos aeroportos e gerenciando a pontualidade dos voos. Gerenciam a segurança da aviação civil definindo as políticas de segurança operacional e de segurança da aviação civil, estabelecendo normas, procedimentos e recomendações de segurança e implantando medidas de proteção da aviação civil. Gerenciam a segurança operacional dos voos, elaborando programas de segurança operacional e de voos, coordenando a investigação de acidentes, incidentes e eventos de segurança operacional e atuando na prevenção de acidentes e incidentes aeronáuticos e ocorrências de solo. Gerenciam operações de cargas através da logística operacional de cargas aéreas e da análise do fluxo de cargas, aeronaves e frota terrestre. Gerenciam recursos humanos, materiais e financeiros.",141825,Abstrata
1418-30 Gerente de segurança operacional (aviação civil),"Planejam e gerenciam atividades de operação da aviação civil, avaliando demanda, avaliando capacidade de infraestrutura dos aeroportos e dos terminais de cargas, analisando fluxo de passageiros, bagagens, aeronaves e indicadores de performance, gerindo a capacidade dos aeroportos e gerenciando a pontualidade dos voos. Gerenciam a segurança da aviação civil definindo as políticas de segurança operacional e de segurança da aviação civil, estabelecendo normas, procedimentos e recomendações de segurança e implantando medidas de proteção da aviação civil. Gerenciam a segurança operacional dos voos, elaborando programas de segurança operacional e de voos, coordenando a investigação de acidentes, incidentes e eventos de segurança operacional e atuando na prevenção de acidentes e incidentes aeronáuticos e ocorrências de solo. Gerenciam operações de cargas através da logística operacional de cargas aéreas e da análise do fluxo de cargas, aeronaves e frota terrestre. Gerenciam recursos humanos, materiais e financeiros.",141830,Abstrata
2251-03 Médico infectologista,"Realizam consultas e atendimentos médicos; tratam pacientes e clientes; implementam ações de prevenção de doenças e promoção da saúde tanto individuais quanto coletivas; coordenam programas e serviços em saúde, efetuam perícias, auditorias e sindicâncias médicas; elaboram documentos e difundem conhecimentos da área médica.",225103,Abstrata
2251-05 Médico acupunturista,"Realizam consultas e atendimentos médicos; tratam pacientes e clientes; implementam ações de prevenção de doenças e promoção da saúde tanto individuais quanto coletivas; coordenam programas e serviços em saúde, efetuam perícias, auditorias e sindicâncias médicas; elaboram documentos e difundem conhecimentos da área médica.",225105,Abstrata
2251-06 Médico legista,"Realizam consultas e atendimentos médicos; tratam pacientes e clientes; implementam ações de prevenção de doenças e promoção da saúde tanto individuais quanto coletivas; coordenam programas e serviços em saúde, efetuam perícias, auditorias e sindicâncias médicas; elaboram documentos e difundem conhecimentos da área médica.",225106,Abstrata
2251-09 Médico nefrologista,"Realizam consultas e atendimentos médicos; tratam pacientes e clientes; implementam ações de prevenção de doenças e promoção da saúde tanto individuais quanto coletivas; coordenam programas e serviços em saúde, efetuam perícias, auditorias e sindicâncias médicas; elaboram documentos e difundem conhecimentos da área médica.",225109,Abstrata
2251-10 Médico alergista e imunologista,"Realizam consultas e atendimentos médicos; tratam pacientes e clientes; implementam ações de prevenção de doenças e promoção da saúde tanto individuais quanto coletivas; coordenam programas e serviços em saúde, efetuam perícias, auditorias e sindicâncias médicas; elaboram documentos e difundem conhecimentos da área médica.",225110,Abstrata
2251-12 Médico neurologista,"Realizam consultas e atendimentos médicos; tratam pacientes e clientes; implementam ações de prevenção de doenças e promoção da saúde tanto individuais quanto coletivas; coordenam programas e serviços em saúde, efetuam perícias, auditorias e sindicâncias médicas; elaboram documentos e difundem conhecimentos da área médica.",225112,Abstrata
2251-15 Médico angiologista,"Realizam consultas e atendimentos médicos; tratam pacientes e clientes; implementam ações de prevenção de doenças e promoção da saúde tanto individuais quanto coletivas; coordenam programas e serviços em saúde, efetuam perícias, auditorias e sindicâncias médicas; elaboram documentos e difundem conhecimentos da área médica.",225115,Abstrata
2251-18 Médico nutrologista,"Realizam consultas e atendimentos médicos; tratam pacientes e clientes; implementam ações de prevenção de doenças e promoção da saúde tanto individuais quanto coletivas; coordenam programas e serviços em saúde, efetuam perícias, auditorias e sindicâncias médicas; elaboram documentos e difundem conhecimentos da área médica.",225118,Abstrata
2251-20 Médico cardiologista,"Realizam consultas e atendimentos médicos; tratam pacientes e clientes; implementam ações de prevenção de doenças e promoção da saúde tanto individuais quanto coletivas; coordenam programas e serviços em saúde, efetuam perícias, auditorias e sindicâncias médicas; elaboram documentos e difundem conhecimentos da área médica.",225120,Abstrata
2251-21 Médico oncologista clínico,"Realizam consultas e atendimentos médicos; tratam pacientes e clientes; implementam ações de prevenção de doenças e promoção da saúde tanto individuais quanto coletivas; coordenam programas e serviços em saúde, efetuam perícias, auditorias e sindicâncias médicas; elaboram documentos e difundem conhecimentos da área médica.",225121,Abstrata
2251-22 Médico cancerologista pediátrico,"Realizam consultas e atendimentos médicos; tratam pacientes e clientes; implementam ações de prevenção de doenças e promoção da saúde tanto individuais quanto coletivas; coordenam programas e serviços em saúde, efetuam perícias, auditorias e sindicâncias médicas; elaboram documentos e difundem conhecimentos da área médica.",225122,Abstrata
2251-24 Médico pediatra,"Realizam consultas e atendimentos médicos; tratam pacientes e clientes; implementam ações de prevenção de doenças e promoção da saúde tanto individuais quanto coletivas; coordenam programas e serviços em saúde, efetuam perícias, auditorias e sindicâncias médicas; elaboram documentos e difundem conhecimentos da área médica.",225124,Abstrata
2251-25 Médico clínico,"Realizam consultas e atendimentos médicos; tratam pacientes e clientes; implementam ações de prevenção de doenças e promoção da saúde tanto individuais quanto coletivas; coordenam programas e serviços em saúde, efetuam perícias, auditorias e sindicâncias médicas; elaboram documentos e difundem conhecimentos da área médica.",225125,Abstrata
2251-27 Médico pneumologista,"Realizam consultas e atendimentos médicos; tratam pacientes e clientes; implementam ações de prevenção de doenças e promoção da saúde tanto individuais quanto coletivas; coordenam programas e serviços em saúde, efetuam perícias, auditorias e sindicâncias médicas; elaboram documentos e difundem conhecimentos da área médica.",225127,Abstrata
2251-30 Médico de família e comunidade,"Realizam consultas e atendimentos médicos; tratam pacientes e clientes; implementam ações de prevenção de doenças e promoção da saúde tanto individuais quanto coletivas; coordenam programas e serviços em saúde, efetuam perícias, auditorias e sindicâncias médicas; elaboram documentos e difundem conhecimentos da área médica.",225130,Abstrata
2251-33 Médico psiquiatra,"Realizam consultas e atendimentos médicos; tratam pacientes e clientes; implementam ações de prevenção de doenças e promoção da saúde tanto individuais quanto coletivas; coordenam programas e serviços em saúde, efetuam perícias, auditorias e sindicâncias médicas; elaboram documentos e difundem conhecimentos da área médica.",225133,Abstrata
2251-35 Médico dermatologista,"Realizam consultas e atendimentos médicos; tratam pacientes e clientes; implementam ações de prevenção de doenças e promoção da saúde tanto individuais quanto coletivas; coordenam programas e serviços em saúde, efetuam perícias, auditorias e sindicâncias médicas; elaboram documentos e difundem conhecimentos da área médica.",225135,Abstrata
2251-36 Médico reumatologista,"Realizam consultas e atendimentos médicos; tratam pacientes e clientes; implementam ações de prevenção de doenças e promoção da saúde tanto individuais quanto coletivas; coordenam programas e serviços em saúde, efetuam perícias, auditorias e sindicâncias médicas; elaboram documentos e difundem conhecimentos da área médica.",225136,Abstrata
2251-39 Médico sanitarista,"Realizam consultas e atendimentos médicos; tratam pacientes e clientes; implementam ações de prevenção de doenças e promoção da saúde tanto individuais quanto coletivas; coordenam programas e serviços em saúde, efetuam perícias, auditorias e sindicâncias médicas; elaboram documentos e difundem conhecimentos da área médica.",225139,Abstrata
2251-40 Médico do trabalho,"Realizam consultas e atendimentos médicos; tratam pacientes e clientes; implementam ações de prevenção de doenças e promoção da saúde tanto individuais quanto coletivas; coordenam programas e serviços em saúde, efetuam perícias, auditorias e sindicâncias médicas; elaboram documentos e difundem conhecimentos da área médica.",225140,Abstrata
2251-42 Médico da estratégia de saúde da família,"Realizam consultas e atendimentos médicos; tratam pacientes e clientes; implementam ações de prevenção de doenças e promoção da saúde tanto individuais quanto coletivas; coordenam programas e serviços em saúde, efetuam perícias, auditorias e sindicâncias médicas; elaboram documentos e difundem conhecimentos da área médica.",225142,Abstrata
2251-45 Médico em medicina de tráfego,"Realizam consultas e atendimentos médicos; tratam pacientes e clientes; implementam ações de prevenção de doenças e promoção da saúde tanto individuais quanto coletivas; coordenam programas e serviços em saúde, efetuam perícias, auditorias e sindicâncias médicas; elaboram documentos e difundem conhecimentos da área médica.",225145,Abstrata
2251-48 Médico anatomopatologista,"Realizam consultas e atendimentos médicos; tratam pacientes e clientes; implementam ações de prevenção de doenças e promoção da saúde tanto individuais quanto coletivas; coordenam programas e serviços em saúde, efetuam perícias, auditorias e sindicâncias médicas; elaboram documentos e difundem conhecimentos da área médica.",225148,Abstrata
2251-50 Médico em medicina intensiva,"Realizam consultas e atendimentos médicos; tratam pacientes e clientes; implementam ações de prevenção de doenças e promoção da saúde tanto individuais quanto coletivas; coordenam programas e serviços em saúde, efetuam perícias, auditorias e sindicâncias médicas; elaboram documentos e difundem conhecimentos da área médica.",225150,Abstrata
2251-51 Médico anestesiologista,"Realizam consultas e atendimentos médicos; tratam pacientes e clientes; implementam ações de prevenção de doenças e promoção da saúde tanto individuais quanto coletivas; coordenam programas e serviços em saúde, efetuam perícias, auditorias e sindicâncias médicas; elaboram documentos e difundem conhecimentos da área médica.",225151,Abstrata
2251-54 Médico antroposófico,"Realizam consultas e atendimentos médicos; tratam pacientes e clientes; implementam ações de prevenção de doenças e promoção da saúde tanto individuais quanto coletivas; coordenam programas e serviços em saúde, efetuam perícias, auditorias e sindicâncias médicas; elaboram documentos e difundem conhecimentos da área médica.",225154,Abstrata
2251-55 Médico endocrinologista e metabologista,"Realizam consultas e atendimentos médicos; tratam pacientes e clientes; implementam ações de prevenção de doenças e promoção da saúde tanto individuais quanto coletivas; coordenam programas e serviços em saúde, efetuam perícias, auditorias e sindicâncias médicas; elaboram documentos e difundem conhecimentos da área médica.",225155,Abstrata
2251-60 Médico fisiatra,"Realizam consultas e atendimentos médicos; tratam pacientes e clientes; implementam ações de prevenção de doenças e promoção da saúde tanto individuais quanto coletivas; coordenam programas e serviços em saúde, efetuam perícias, auditorias e sindicâncias médicas; elaboram documentos e difundem conhecimentos da área médica.",225160,Abstrata
2251-65 Médico gastroenterologista,"Realizam consultas e atendimentos médicos; tratam pacientes e clientes; implementam ações de prevenção de doenças e promoção da saúde tanto individuais quanto coletivas; coordenam programas e serviços em saúde, efetuam perícias, auditorias e sindicâncias médicas; elaboram documentos e difundem conhecimentos da área médica.",225165,Abstrata
2251-70 Médico generalista,"Realizam consultas e atendimentos médicos; tratam pacientes e clientes; implementam ações de prevenção de doenças e promoção da saúde tanto individuais quanto coletivas; coordenam programas e serviços em saúde, efetuam perícias, auditorias e sindicâncias médicas; elaboram documentos e difundem conhecimentos da área médica.",225170,Abstrata
2251-75 Médico geneticista,"Realizam consultas e atendimentos médicos; tratam pacientes e clientes; implementam ações de prevenção de doenças e promoção da saúde tanto individuais quanto coletivas; coordenam programas e serviços em saúde, efetuam perícias, auditorias e sindicâncias médicas; elaboram documentos e difundem conhecimentos da área médica.",225175,Abstrata
2251-80 Médico geriatra,"Realizam consultas e atendimentos médicos; tratam pacientes e clientes; implementam ações de prevenção de doenças e promoção da saúde tanto individuais quanto coletivas; coordenam programas e serviços em saúde, efetuam perícias, auditorias e sindicâncias médicas; elaboram documentos e difundem conhecimentos da área médica.",225180,Abstrata
2261-05 Quiropraxista,"Tratam e atendem pacientes e clientes aplicando tratamento manipulativo osteopático (TMO) e realizando ajustes quiropráticos. Estabelecem diagnóstico osteopático e quiroprático. Atuam na orientação de pacientes, clientes, familiares e cuidadores. Desenvolvem programas de prevenção, promoção de saúde e qualidade de vida. Exercem atividades técnico-científicas através da realização de pesquisas, trabalhos específicos, organização e participação em eventos científicos.",226105,Abstrata
2261-10 Osteopata,"Tratam e atendem pacientes e clientes aplicando tratamento manipulativo osteopático (TMO) e realizando ajustes quiropráticos. Estabelecem diagnóstico osteopático e quiroprático. Atuam na orientação de pacientes, clientes, familiares e cuidadores. Desenvolvem programas de prevenção, promoção de saúde e qualidade de vida. Exercem atividades técnico-científicas através da realização de pesquisas, trabalhos específicos, organização e participação em eventos científicos.",226110,Abstrata
2263-05 Musicoterapeuta,"Realizam atendimento terapêutico em pacientes, clientes e praticantes utilizando programas, métodos e técnicas específicas de arteterapia, musicoterapia, equoterapia e naturologia. Atuam na orientação de pacientes,interagentes, clientes, praticantes, familiares e cuidadores. Desenvolvem programas de prevenção, promoção de saúde e qualidade de vida. Exercem atividades técnico-científicas através da realização de pesquisas, trabalhos específicos, organização e participação em eventos científicos.",226305,Abstrata
2263-10 Arteterapeuta,"Realizam atendimento terapêutico em pacientes, clientes e praticantes utilizando programas, métodos e técnicas específicas de arteterapia, musicoterapia, equoterapia e naturologia. Atuam na orientação de pacientes,interagentes, clientes, praticantes, familiares e cuidadores. Desenvolvem programas de prevenção, promoção de saúde e qualidade de vida. Exercem atividades técnico-científicas através da realização de pesquisas, trabalhos específicos, organização e participação em eventos científicos.",226310,Abstrata
